"ID","imdbID","Title","Year","Rating","Runtime","Genre","Released","Director","Writer","Cast","Metacritic","imdbRating","imdbVotes","Language","Country","Awards","lastUpdated","Oscars"
105151,"tt0105151","The Player",1992,"R",124,"Comedy, Crime, Drama","1992-04-10","Robert Altman","Michael Tolkin (screenplay), Michael Tolkin (novel)","Tim Robbins, Greta Scacchi, Fred Ward, Whoopi Goldberg",86,7.7,34743,"English","USA","Nominated for 3 Oscars. Another 30 wins & 12 nominations.","2014-03-14 00:11:47.520000000",0
105156,"tt0105156","Poison Ivy",1992,"R",90,"Drama, Thriller","1992-05-08","Katt Shea","Melissa Goddard (story), Andy Ruben (screenplay), Katt Shea (screenplay)","Sara Gilbert, Drew Barrymore, Tom Skerritt, Cheryl Ladd",NA,5.2,11286,"English","USA","2 nominations.","2014-03-24 00:45:37.680000000",0
105159,"tt0105159","The Power of One",1992,"PG-13",127,"Drama","1992-03-27","John G. Avildsen","Bryce Courtenay (novel), Robert Mark Kamen (screenplay)","Nomadlozi Kubheka, Agatha Hurle, Nigel Ivy, Tracy Brooks Swope",NA,7.1,6366,"English","Australia, France, USA","1 win & 4 nominations.","2014-03-14 00:54:03.690000000",0
105165,"tt0105165","Prelude to a Kiss",1992,"PG-13",105,"Comedy, Fantasy, Romance","1992-07-10","Norman René","Craig Lucas (play), Craig Lucas (screenplay)","Alec Baldwin, Meg Ryan, Kathy Bates, Ned Beatty",NA,5.5,5709,"English, Dutch","USA",NA,"2014-03-05 00:32:34.387000000",0
105187,"tt0105187","The Public Eye",1992,"R",99,"Crime, Drama, Romance","1992-10-16","Howard Franklin","Howard Franklin","Joe Pesci, Richard Riehle, Bryan Travis Smith, Max Brooks",NA,6.5,2298,"English","USA",NA,"2014-04-05 01:47:43.793000000",0
105197,"tt0105197","The Story of Qiu Ju",1992,"PG",100,"Comedy, Drama","1993-04-16","Yimou Zhang","Yuan Bin Chen (writer of the the novella on which the film is based,  ""The Wan Family's Lawsuit""), Heng Liu","Li Gong, Peiqi Liu, Liuchun Yang, Kesheng Lei",NA,7.6,3307,"Mandarin","China, Hong Kong","16 wins & 1 nomination.","2014-03-06 00:00:57.067000000",0
105211,"tt0105211","Radio Flyer",1992,"PG-13",114,"Drama","1992-02-21","Richard Donner, David M. Evans","David M. Evans","Lorraine Bracco, John Heard, Adam Baldwin, Elijah Wood",NA,6.9,8989,"English","USA","1 win & 2 nominations.","2014-03-13 00:15:02",0
105217,"tt0105217","Raising Cain",1992,"R",91,"Crime, Drama, Thriller","1992-08-07","Brian De Palma","Brian De Palma","John Lithgow, Lolita Davidovich, Steven Bauer, Frances Sternhagen",NA,5.9,8122,"English, Spanish","USA","3 nominations.","2014-03-08 01:35:58.777000000",0
105219,"tt0105219","Rapid Fire",1992,"R",95,"Action, Crime, Drama","1992-08-21","Dwight H. Little","Cindy Cirile (story), Alan B. McElroy (story), Alan B. McElroy (screenplay)","Brandon Lee, Powers Boothe, Nick Mancuso, Raymond J. Barry",NA,6.2,5080,"English, Cantonese","USA",NA,"2014-03-13 00:02:52.187000000",0
105226,"tt0105226","Red Rock West",1993,"R",98,"Crime, Drama, Thriller","1993-06-16","John Dahl","John Dahl, Rick Dahl","Nicolas Cage, Dennis Hopper, Lara Flynn Boyle, J.T. Walsh",NA,7,13031,"English","USA","3 nominations.","2014-03-23 00:21:26.993000000",0
105236,"tt0105236","Reservoir Dogs",1992,"R",99,"Crime, Thriller","1992-10-23","Quentin Tarantino","Quentin Tarantino, Roger Avary (background radio dialog), Quentin Tarantino (background radio dialog)","Harvey Keitel, Tim Roth, Michael Madsen, Chris Penn",78,8.4,454945,"English","USA","11 wins & 9 nominations.","2014-03-27 00:43:19.637000000",0
105256,"tt0105256","Rich in Love",1992,"PG-13",105,"Drama","1993-03-05","Bruce Beresford","Josephine Humphreys (novel), Alfred Uhry (screenplay)","Albert Finney, Jill Clayburgh, Kathryn Erbe, Kyle MacLachlan",NA,6.2,590,"English","USA",NA,"2014-03-24 00:40:22.300000000",0
105265,"tt0105265","A River Runs Through It",1992,"PG",123,"Drama","1992-10-09","Robert Redford","Norman Maclean (story), Richard Friedenberg (screenplay)","Craig Sheffer, Brad Pitt, Tom Skerritt, Brenda Blethyn",68,7.3,33341,"English","USA","Won 1 Oscar. Another 4 wins & 6 nominations.","2014-03-26 00:28:04.750000000",1
105275,"tt0105275","Romper Stomper",1992,"R",94,"Crime, Drama","1992-11-12","Geoffrey Wright","Geoffrey Wright","Russell Crowe, Daniel Pollock, Jacqueline McKenzie, Alex Scott",NA,6.9,27498,"English, Vietnamese, German, Japanese, Portuguese","Australia","8 wins & 7 nominations.","2014-03-13 00:18:21.233000000",0
105291,"tt0105291","Ruby",1992,"R",110,"Drama","1992-03-27","John Mackenzie","Stephen Davis (play), Stephen Davis (screenplay)","Danny Aiello, Sherilyn Fenn, Tobin Bell, Joe Cortese",NA,5.4,1055,"English","UK, USA, Japan",NA,"2014-03-21 00:37:13.690000000",0
105323,"tt0105323","Scent of a Woman",1992,"R",157,"Drama","1992-12-23","Martin Brest","Giovanni Arpino (novel), Bo Goldman (screenplay), Ruggero Maccari (character from Profumo Di Donna), Dino Risi (character from Profumo Di Donna)","Al Pacino, Chris O'Donnell, James Rebhorn, Gabrielle Anwar",59,7.9,151987,"English","USA","Won 1 Oscar. Another 6 wins & 9 nominations.","2014-03-26 01:00:08.920000000",1
105327,"tt0105327","School Ties",1992,"PG-13",106,"Drama","1992-09-18","Robert Mandel","Dick Wolf (story), Dick Wolf (screenplay), Darryl Ponicsan (screenplay)","Brendan Fraser, Matt Damon, Chris O'Donnell, Randall Batinkoff",NA,6.9,14807,"English, Hebrew","USA","2 nominations.","2014-03-30 01:45:26.813000000",0
105378,"tt0105378","Shadows and Fog",1991,"PG-13",85,"Comedy, Crime, Drama","1992-03-20","Woody Allen","Woody Allen","Michael Kirby, Woody Allen, David Ogden Stiers, James Rebhorn",NA,6.8,10596,"English","USA","1 win & 1 nomination.","2014-03-16 00:49:32.550000000",0
105391,"tt0105391","Shining Through",1992,"R",132,"Drama, Romance, Thriller","1992-01-31","David Seltzer","Susan Isaacs (novel), David Seltzer (screenplay)","Michael Douglas, Melanie Griffith, Liam Neeson, Joely Richardson",NA,6.3,6170,"English","USA, UK","4 wins & 2 nominations.","2014-03-06 00:13:32.510000000",0
105399,"tt0105399","Twin Dragons",1992,"PG-13",100,"Action, Comedy","1999-04-09","Ringo Lam, Hark Tsui","Barry Wong, Hark Tsui, Tung Cho 'Joe' Cheung, Yik Wong, Val Kuklowsky (English adaptation), Rod Lean (English adaptation)","Jackie Chan, Maggie Cheung, Teddy Robin Kwan, Anthony Chan",54,6.3,6568,"Cantonese","Hong Kong",NA,"2014-03-31 00:39:21.447000000",0
105411,"tt0105411","Simple Men",1992,"R",105,"Crime, Drama, Romance","1992-11-06","Hal Hartley","Hal Hartley","Robert John Burke, Bill Sage, Karen Sillas, Elina Löwensohn",NA,7.2,2903,"English","Italy, UK, USA","2 nominations.","2014-03-23 01:01:55.930000000",0
105414,"tt0105414","Single White Female",1992,"R",107,"Drama, Thriller","1992-08-14","Barbet Schroeder","John Lutz (novel), Don Roos (screenplay)","Bridget Fonda, Jennifer Jason Leigh, Steven Weber, Peter Friedman",NA,6.3,19612,"English","USA","1 win & 1 nomination.","2014-03-16 00:31:45.270000000",0
105415,"tt0105415","Singles",1992,"PG-13",99,"Comedy, Drama, Romance","1992-09-18","Cameron Crowe","Cameron Crowe","Bridget Fonda, Campbell Scott, Kyra Sedgwick, Sheila Kelley",NA,6.7,18978,"English","USA","1 nomination.","2014-03-20 01:58:15.340000000",0
105417,"tt0105417","Sister Act",1992,"PG",100,"Comedy, Music","1992-05-29","Emile Ardolino","Joseph Howard","Whoopi Goldberg, Maggie Smith, Kathy Najimy, Wendy Makkena",NA,6.1,49494,"English","USA","Nominated for 2 Golden Globes. Another 7 wins & 5 nominations.","2014-04-04 19:46:03.427000000",0
105428,"tt0105428","Sleepwalkers",1992,"R",91,"Horror","1992-04-10","Mick Garris","Stephen King","Brian Krause, Mädchen Amick, Alice Krige, Jim Haynie",NA,5,12251,"English","USA","4 wins.","2014-03-19 00:38:19.917000000",0
105435,"tt0105435","Sneakers",1992,"PG-13",126,"Comedy, Crime, Drama","1992-09-09","Phil Alden Robinson","Phil Alden Robinson, Lawrence Lasker, Walter F. Parkes","Jo Marr, Gary Hershberger, Robert Redford, Sidney Poitier",NA,7.1,38124,"English, Russian, Chinese","USA","2 nominations.","2014-03-26 01:29:06.410000000",0
105466,"tt0105466","Stay Tuned",1992,"PG",88,"Comedy, Fantasy","1992-08-14","Peter Hyams","Tom S. Parker (screenplay), Jim Jennewein (screenplay), Tom S. Parker (story), Jim Jennewein (story), Richard Siegel (story)","John Ritter, Pam Dawber, Jeffrey Jones, David Tom",NA,6,7301,"English","USA","2 nominations.","2014-03-17 00:41:55.240000000",0
105477,"tt0105477","Stop! Or My Mom Will Shoot",1992,"PG-13",87,"Action, Comedy","1992-02-21","Roger Spottiswoode","Blake Snyder, William Osborne, William Davies","Sylvester Stallone, Estelle Getty, JoBeth Williams, Roger Rees",NA,3.9,26271,"English","USA","3 wins.","2014-03-17 01:06:35.023000000",0
105483,"tt0105483","A Stranger Among Us",1992,"PG-13",110,"Crime, Drama, Romance","1992-07-17","Sidney Lumet","Robert J. Avrech","Melanie Griffith, John Pankow, Tracy Pollan, Lee Richardson",NA,5.7,2367,"English, Yiddish, Hebrew","USA","1 win & 3 nominations.","2014-03-17 00:00:04.423000000",0
105511,"tt0105511","Sunday's Children",1992,NA,118,"Adventure, Drama","1992-08-28","Daniel Bergman","Ingmar Bergman","Thommy Berggren, Henrik Linnros, Lena Endre, Jacob Leygraf",NA,7,402,"Swedish","Sweden, Denmark, Finland, Iceland, Norway","5 wins.","2014-03-13 00:10:51.017000000",0
105577,"tt0105577","This Is My Life",1992,"PG-13",105,"Drama","1992-02-21","Nora Ephron","Meg Wolitzer (book), Nora Ephron (screenplay), Delia Ephron (screenplay)","Julie Kavner, Samantha Mathis, Gaby Hoffmann, Carrie Fisher",NA,5.9,791,"English","USA","3 nominations.","2014-03-24 02:15:24.340000000",0
105585,"tt0105585","Thunderheart",1992,"R",119,"Crime, Mystery, Thriller","1992-04-03","Michael Apted","John Fusco","Val Kilmer, Sam Shepard, Graham Greene, Fred Ward",NA,6.8,9747,"English, Sioux","USA","2 nominations.","2014-03-19 00:58:22.857000000",0
105616,"tt0105616","Tom and Jerry: The Movie",1992,"G",84,"Animation, Family, Musical","1993-07-30","Phil Roman","Dennis Marks (screenplay)","Richard Kind, Dana Hill, Anndi McAfee, Tony Jay",NA,5.1,5103,"English","USA","1 win.","2014-03-13 00:17:25.813000000",0
105629,"tt0105629","Toys",1992,"PG-13",118,"Comedy, Drama, Family","1992-12-18","Barry Levinson","Valerie Curtin, Barry Levinson","Robin Williams, Michael Gambon, Joan Cusack, Robin Wright",NA,4.9,22550,"English","USA","Nominated for 2 Oscars. Another 9 nominations.","2014-03-31 00:55:30.360000000",0
105636,"tt0105636","Trespass",1992,"R",101,"Action, Thriller","1992-12-25","Walter Hill","Bob Gale, Robert Zemeckis","Bill Paxton, Ice-T, William Sadler, Ice Cube",NA,6.2,6291,"English","USA",NA,"2014-03-12 00:02:10.010000000",0
105643,"tt0105643","Troll 2",1990,"PG-13",95,"Fantasy, Horror, Mystery","1990-10-12","Claudio Fragasso","Rossella Drudi (screenplay), Claudio Fragasso (screenplay), Claudio Fragasso (story)","Michael Stephenson, George Hardy, Margo Prey, Connie Young",NA,2.6,20219,"English","Italy, USA",NA,"2014-03-17 01:00:06.740000000",0
105665,"tt0105665","Twin Peaks: Fire Walk with Me",1992,"R",135,"Mystery, Thriller","1992-08-28","David Lynch","David Lynch, Robert Engels, Mark Frost (television series Twin Peaks), David Lynch (television series Twin Peaks)","Sheryl Lee, Ray Wise, Mädchen Amick, Dana Ashbrook",28,7.2,39816,"English","France, USA","3 wins & 6 nominations.","2014-03-31 02:02:14.503000000",0
105682,"tt0105682","Un Coeur en Hiver",1992,NA,105,"Drama, Romance","1993-06-04","Claude Sautet","Claude Sautet (scenario and dialogue), Jacques Fieschi (scenario and dialogue), Jérôme Tonnerre (scenario collaborator), Yves Ulmann (collaborating writer)","Daniel Auteuil, Emmanuelle Béart, André Dussollier, Élisabeth Bourgine",NA,7.7,6063,"French","France","Nominated for 1 BAFTA Film Award. Another 15 wins & 10 nominations.","2014-03-20 02:56:02.233000000",0
105690,"tt0105690","Under Siege",1992,"R",103,"Action, Thriller","1992-10-09","Andrew Davis","J.F. Lawton","Steven Seagal, Tommy Lee Jones, Gary Busey, Erika Eleniak",NA,6.4,49920,"English, Italian","USA, France","Nominated for 2 Oscars. Another 2 wins & 1 nomination.","2014-03-26 01:31:21.473000000",0
105695,"tt0105695","Unforgiven",1992,"R",131,"Western","1992-08-07","Clint Eastwood","David Webb Peoples","Clint Eastwood, Gene Hackman, Morgan Freeman, Richard Harris",82,8.3,206277,"English","USA","Won 4 Oscars. Another 40 wins & 20 nominations.","2014-03-30 01:01:28.637000000",4
105698,"tt0105698","Universal Soldier",1992,"R",102,"Action, Drama, Sci-Fi","1992-07-10","Roland Emmerich","Richard Rothstein (story), Christopher Leitch (story), Dean Devlin (screenplay)","Jean-Claude Van Damme, Dolph Lundgren, Ally Walker, Ed O'Ross",35,5.9,57294,"English","USA",NA,"2014-03-31 00:03:12.523000000",0
105699,"tt0105699","Unlawful Entry",1992,"R",117,"Crime, Thriller","1992-06-26","Jonathan Kaplan","George Putnam (story), John Katchmer (story), Lewis Colick (story), Lewis Colick (screenplay)","Kurt Russell, Ray Liotta, Madeleine Stowe, Roger E. Mosley",NA,6.2,9229,"English, Spanish","USA, Japan","1 nomination.","2014-04-04 19:45:48.897000000",0
105706,"tt0105706","Used People",1992,"PG-13",115,"Comedy, Drama, Romance","1992-12-16","Beeban Kidron","Todd Graff (plays), Todd Graff (screenplay)","Shirley MacLaine, Marcello Mastroianni, Bob Dishy, Kathy Bates",NA,5.9,1055,"English","USA, Japan","Nominated for 2 Golden Globes. Another 2 nominations.","2014-03-07 00:07:12.257000000",0
105764,"tt0105764","Visions of Light",1992,NA,92,"Documentary, History","1993-02-24","Arnold Glassman, Todd McCarthy, Stuart Samuels","Todd McCarthy","Ernest R. Dickerson, Michael Chapman, Allen Daviau, Caleb Deschanel",NA,7.8,2116,"English","USA, Japan","3 wins & 1 nomination.","2014-03-31 01:48:16.487000000",0
105789,"tt0105789","The Waterdance",1992,"R",106,"Drama","1992-05-13","Neal Jimenez, Michael Steinberg","Neal Jimenez","Eric Stoltz, Helen Hunt, William Allen Young, James Roach",NA,6.9,2118,"English","USA","5 wins & 5 nominations.","2014-04-04 19:46:15.037000000",0
105790,"tt0105790","Waterland",1992,"R",95,"Drama, Mystery","1992-10-30","Stephen Gyllenhaal","Graham Swift (novel), Peter Prince (screenplay)","Jeremy Irons, Sinéad Cusack, Grant Warnock, Lena Headey",NA,6.7,1573,"English","UK","1 win.","2014-03-14 00:24:37.647000000",0
105793,"tt0105793","Wayne's World",1992,"PG-13",94,"Comedy, Music","1992-02-14","Penelope Spheeris","Mike Myers (characters), Mike Myers, Bonnie Turner, Terry Turner","Mike Myers, Dana Carvey, Rob Lowe, Tia Carrere",53,7,87719,"English, Cantonese","USA","3 wins & 3 nominations.","2014-03-13 00:27:04.463000000",0
105812,"tt0105812","White Men Can't Jump",1992,"R",115,"Comedy, Drama, Sport","1992-03-27","Ron Shelton","Ron Shelton","Wesley Snipes, Woody Harrelson, Rosie Perez, Tyra Ferrell",NA,6.6,45890,"English","USA","3 nominations.","2014-03-30 04:03:24.203000000",0
105813,"tt0105813","White Sands",1992,"R",101,"Crime, Drama, Thriller","1992-04-24","Roger Donaldson","Daniel Pyne","Willem Dafoe, Mary Elizabeth Mastrantonio, Mickey Rourke, Samuel L. Jackson",NA,6,4810,"English","USA",NA,"2014-03-22 01:42:04.270000000",0
105824,"tt0105824","Wind",1992,"PG-13",126,"Action, Drama, Sport","1992-09-11","Carroll Ballard","Jeff Benjamin (story), Roger Vaughan (story), Kimball Livingston (story), Rudy Wurlitzer (screenplay), Mac Gudgeon (screenplay)","Matthew Modine, Jennifer Grey, Cliff Robertson, Jack Thompson",NA,6.4,1783,"English","USA",NA,"2014-03-15 00:27:12.030000000",0
105839,"tt0105839","Once Upon a Time in China II",1992,"R",113,"Action, Adventure, Biography","1993-09-01","Hark Tsui","Tin-suen Chan, Tan Cheung, Hark Tsui","Jet Li, Rosamund Kwan, Siu Chung Mok, David Chiang",NA,7.5,5742,"Cantonese, English","Hong Kong","2 wins & 8 nominations.","2014-03-18 00:20:30.150000000",0
105885,"tt0105885","Zebrahead",1992,"R",100,"Drama, Romance","1992-10-23","Anthony Drazan","Anthony Drazan","Michael Rapaport, Kevin Corrigan, Lois Bendler, Dan Ziskie",NA,6.3,894,"English","USA","2 wins & 5 nominations.","2014-04-01 02:42:53.113000000",0
106156,"tt0106156","The Tommyknockers",1993,"R",181,"Horror, Sci-Fi","1993-05-09",NA,NA,"Jimmy Smits, Marg Helgenberger, John Ashton, Allyce Beasley",NA,5.3,6397,"English","USA, New Zealand",NA,"2014-03-16 00:17:45.287000000",0
106220,"tt0106220","Addams Family Values",1993,"PG-13",94,"Comedy, Fantasy","1993-11-19","Barry Sonnenfeld","Charles Addams (characters), Paul Rudnick","Anjelica Huston, Raul Julia, Christopher Lloyd, Joan Cusack",NA,6.5,43310,"English","USA","Nominated for 1 Oscar. Another 3 wins & 9 nominations.","2014-04-04 19:49:49.927000000",0
106223,"tt0106223","The Adventures of Huck Finn",1993,"PG",108,"Adventure, Comedy, Drama","1993-04-02","Stephen Sommers","Mark Twain (novel), Stephen Sommers (screenplay)","Elijah Wood, Courtney B. Vance, Robbie Coltrane, Jason Robards",NA,6.1,5454,"English, French","USA",NA,"2014-03-14 00:01:22.473000000",0
106226,"tt0106226","The Age of Innocence",1993,"PG",139,"Drama, Romance","1993-10-01","Martin Scorsese","Edith Wharton (novel), Jay Cocks (screenplay), Martin Scorsese (screenplay)","Daniel Day-Lewis, Michelle Pfeiffer, Winona Ryder, Linda Faye Farkas",83,7.3,29169,"English, Italian","USA","Won 1 Oscar. Another 17 wins & 17 nominations.","2014-04-01 00:38:19.940000000",1
106246,"tt0106246","Alive",1993,"R",120,"Action, Adventure, Biography","1993-01-15","Frank Marshall","Piers Paul Read (book), John Patrick Shanley (screenplay)","Ethan Hawke, Vincent Spano, Josh Hamilton, Bruce Ramsay",NA,7,30629,"English","USA, Canada","Nominated for 1 Primetime Emmy. Another 1 win & 1 nomination.","2014-03-15 00:00:27.140000000",0
106264,"tt0106264","Amongst Friends",1993,"R",86,"Crime, Drama","1993-07-23","Rob Weiss","Rob Weiss","Chris Santos, Michael Leb, Christian Thom, Lou Cantelmo",NA,5.4,433,"English","USA","2 nominations.","2014-03-26 01:43:27.380000000",0
106266,"tt0106266","Amos & Andrew",1993,"PG-13",96,"Comedy, Crime","1993-03-05","E. Max Frye","E. Max Frye","Samuel L. Jackson, Michael Lerner, Margaret Colin, Nicolas Cage",NA,5.5,6510,"English, Spanish","USA",NA,"2014-03-26 00:28:23.077000000",0
106292,"tt0106292","Another Stakeout",1993,"PG-13",108,"Action, Comedy, Crime","1993-07-23","John Badham","Jim Kouf, Jim Kouf (characters)","Richard Dreyfuss, Emilio Estevez, Rosie O'Donnell, Dennis Farina",NA,5.4,9244,"English","USA",NA,"2014-03-15 00:10:46.967000000",0
106307,"tt0106307","Arizona Dream",1992,"R",142,"Comedy, Drama, Fantasy","1994-09-09","Emir Kusturica","David Atkins (story), Emir Kusturica (story), David Atkins (screenplay)","Johnny Depp, Jerry Lewis, Faye Dunaway, Lili Taylor",NA,7.4,28611,"English","USA, France","3 wins & 1 nomination.","2014-03-17 00:27:47.350000000",0
106308,"tt0106308","Army of Darkness",1992,"R",81,"Comedy, Fantasy, Horror","1993-02-19","Sam Raimi","Sam Raimi, Ivan Raimi","Bruce Campbell, Embeth Davidtz, Marcus Gilbert, Ian Abercrombie",57,7.6,100971,"English","USA","4 wins & 4 nominations.","2014-03-25 00:47:20.173000000",0
106332,"tt0106332","Farewell My Concubine",1993,"R",171,"Drama, Music, Romance","1993-10-15","Kaige Chen","Pik Wah Lee (novel), Pik Wah Lee (screenplay), Wei Lu","Leslie Cheung, Fengyi Zhang, Li Gong, Qi Lü",NA,8.1,13359,"Mandarin","China, Hong Kong","Nominated for 2 Oscars. Another 16 wins & 3 nominations.","2014-04-02 00:54:43.717000000",0
106339,"tt0106339","Backbeat",1994,"R",100,"Biography, Drama, Music","1994-04-15","Iain Softley","Iain Softley, Michael Thomas, Stephen Ward","Sheryl Lee, Stephen Dorff, Ian Hart, Gary Bakewell",NA,6.7,4211,"English, German, French, Russian","UK, Germany","Nominated for 1 BAFTA Film Award. Another 5 wins & 1 nomination.","2014-03-17 00:28:48.583000000",0
106364,"tt0106364","Batman: Mask of the Phantasm",1993,"PG",76,"Animation, Action, Adventure","1993-12-25","Eric Radomski, Bruce W. Timm, Kevin Altieri, Boyd Kirkland, Frank Paur, Dan Riba","Bob Kane (comic books), Alan Burnett (story), Alan Burnett (screenplay), Paul Dini (screenplay), Martin Pasko (screenplay), Michael Reaves (screenplay)","Kevin Conroy, Dana Delany, Hart Bochner, Stacy Keach",NA,7.8,21290,"English","USA","1 nomination.","2014-03-31 00:12:06.570000000",0
106375,"tt0106375","Beethoven's 2nd",1993,"PG",89,"Comedy, Family, Romance","1993-12-17","Rod Daniel","John Hughes (characters), Amy Holden Jones (characters), Len Blum","Charles Grodin, Bonnie Hunt, Nicholle Tom, Christopher Castile",NA,4.6,14331,"English","USA","Nominated for 1 Oscar. Another 4 nominations.","2014-03-19 02:28:07.767000000",0
106379,"tt0106379","Being Human",1994,"PG-13",122,"Comedy, Fantasy, Drama","1994-05-06","Bill Forsyth","Bill Forsyth","Robin Williams, Kelly Hunter, Maudie Johnson, Max Johnson",33,5.2,2785,"English, Scottish Gaelic","UK, Japan",NA,"2014-03-18 00:16:42.307000000",0
106387,"tt0106387","Benny & Joon",1993,"PG",98,"Comedy, Drama, Romance","1993-04-16","Jeremiah S. Chechik","Barry Berman (story), Lesley McNeil (story), Barry Berman (screenplay)","Johnny Depp, Mary Stuart Masterson, Aidan Quinn, Julianne Moore",NA,7.2,38088,"English","USA","Nominated for 1 Golden Globe. Another 3 nominations.","2014-04-03 02:57:54.513000000",0
